ISBN,Title,Author,Original Price,Discounted price,ISBN-10,Series,Published,Format,Language,Number of Pages,Audience,For Ages,For Grades,Publisher,Country of Publication,Dimensions (cm),Weight (kg),Volume Number,Edition Type,Edition Number
9780307962546,The Prince,Niccolo Machiavelli,,3.99,0307962547,,17th July 2012,ePUB,English,,,,,Knopf Doubleday Publishing Group,,,,,,
9780241257975,Reality Is Not What It Seems,Carlo Rovelli,,15.99,0241257972,,6th October 2016,ePUB,English,256,General Adult,,,Penguin Books Ltd,,,,,,
9780755375561,The Faithless,Martina Cole,,11.99,0755375564,,18th October 2011,ePUB,English,442,General Adult,,,Headline,,,,,Digital original,
9780141916033,The Complete English Poems,John Donne,,14.99,0141916036,,24th June 2004,ePUB,English,688,General Adult,,,Penguin Books Ltd,,,,,,
9780748115389,The Fires Of Heaven,Robert Jordan,,12.99,0748115382,Wheel of Time  Book 5,16th February 2010,ePUB,English,928,General Adult,,,"Little, Brown Book Group",,,,5,Digital original,
9780141929842,Fantastic Mr Fox,Roald Dahl,,9.99,0141929847,,6th September 2007,ePUB,English,96,Children,3 - 5 years old,,Penguin Random House Children's UK,,,,,,
9780307279729,,,,,,,,,,,,,,,,,,,,
9781407087832,The Ragged Heiress,Dilly Court,,15.99,1407087835,,16th September 2010,ePUB,English,512,General Adult,,,Random House,,,,,,
9780544052000,"Reader And Educator Guide To ""the Hobbit"" And ""the Lord Of The Rings""",Houghton Mifflin Harcourt,,4.99,0544052005,,28th August 2012,ePUB,English,,,,,HarperCollins,,,,,,
9781310461231,Fire In The Darkness (Darkness Series #2),Stacey Marie Brown,,,1310461236,Darkness Series  Book 2,15th May 2015,ePUB,English,,,,,Stacey Marie Brown,,,,2,,
9780679604075,The Warmth of Other Suns,Isabel Wilkerson,,,0679604073,,7th September 2010,ePUB,English,,,,,Knopf Doubleday Publishing Group,,,,,,
9781405928335,Enemy of God,Bernard Cornwell,22.99,20.35,1405928336,Warlord Chronicles,28th November 2016,Paperback,English,496,General Adult,,,Penguin UK,GB,19.5 x 12.5 x 3.5,0.35,,,1
9780470666111,Cognitive Behavioural Therapy For Dummies,Rhena Branch,,,0470666110,,16th May 2016,ePUB,English,384,General Adult,,,Wiley,GB,,,,,2
9780755387076,3rd Degree,James Patterson,,12.99,0755387074,Women's Murder Club  Book 3,28th April 2011,ePUB,English,283,General Adult,,,Headline,,,,3,Digital original,
9780748124916,Fated,Benedict Jacka,,11.99,0748124918,Alex Verus  Book 1,1st March 2012,ePUB,English,304,General Adult,,,"Little, Brown Book Group",,,,1,Digital original,
9780141979106,Enlightenment Now,Steven Pinker,,18.99,0141979100,,13th February 2018,ePUB,English,256,General Adult,,,Penguin Books Ltd,,,,,,
9780463456910,Don't Forget Your Crown,Derrick Jaxn,,14.11,0463456912,,4th October 2018,ePUB,English,,,,,Derrick Jaxn,,,,,,
9780857896346,The French House,Nick Alexander,,5.99,0857896342,The Missing Boyfriend Series  Book 2,1st April 2013,ePUB,English,300,General Adult,,,Corvus,,,,2,Main,1
9781407034393,The Light Fantastic,Terry Pratchett,,15.99,1407034391,Discworld  Book #2,24th November 2009,ePUB,English,288,General Adult,,,Transworld,,,,,,
9780547905860,"Hello, Gorgeous",William J. Mann,,,0547905866,,9th October 2012,ePUB,English,640,,,,,,,,,,
9780141919263,Periodic Tales,Hugh Aldersey-Williams,,15.99,0141919264,,3rd February 2011,ePUB,English,448,General Adult,,,Penguin Books Ltd,,,,,,
9780698185364,Tom Clancy Full Force and Effect,Mark Greaney,,,0698185366,,2nd December 2014,ePUB,English,688,,,,,,,,,,1
9780547543154,The Origins of Totalitarianism,Hannah Arendt,,,0547543158,,21st March 1973,ePUB,English,576,,,,,,,,,,
9780007369409,"Dark Justice (Sean Dillon Series, Book 12)",Jack Higgins,,10.99,0007369409,Sean Dillon Series  Book 12,14th June 2011,ePUB,English,416,General Adult,,,HarperCollins Publishers,,,,12,,
9780544029569,Those Darn Squirrels!,Adam Rubin,14.29,11.99,0544029569,,27th February 2024,ePUB,English,32,,0 - 2 years old,,HarperCollins,,,,,,
9780241959510,Helga's Diary,Helga Weiss,,15.99,0241959519,,14th February 2013,ePUB,English,240,General Adult,6 - 8 years old,,Penguin Books Ltd,,,,,,
9780702069918,Macleod's Clinical Examination,J Alastair Innes,,73.95,0702069914,,9th March 2018,ePUB,English,,,,,Elsevier Limited (UK),,,,,,14
9780345454300,A Spell for Chameleon,Piers Anthony,,6.99,0345454308,Xanth  Book 1,26th March 2002,ePUB,English,,,,,Random House Worlds,,,,1,,
9780988443112,Why Do I Do That? Psychological Defense Mechanisms and the Hidden Ways They Shape Our Lives,Joseph Burgo,,14.36,0988443112,,9th May 2016,ePUB,English,,,,,Joseph Burgo,,,,,,
9780241243626,Ulysses,James Joyce,,,0241243629,Penguin Modern Classics,4th June 2015,ePUB,English,1040,General Adult,,,Penguin Books Ltd,,,,,,
9780241317952,The Stress Solution,Dr Rangan Chatterjee,,19.99,0241317959,,27th December 2018,ePUB,English,272,General Adult,,,Penguin Books Ltd,,,,,,
9780748109593,The Burning Girl,Mark Billingham,,12.99,0748109595,Tom Thorne Novels  Book 4,4th September 2008,ePUB,English,448,General Adult,,,"Little, Brown Book Group",,,,4,Digital original,
9780141932071,,,,,,,,,,,,,,,,,,,,
9780393066395,Fight Club,Chuck Palahniuk,,,0393066398,,17th October 2005,ePUB,English,224,,,,,,,,,,
9780340911709,The Fall,Robert Muchamore,19.99,18.25,0340911700,Cherub,1st March 2007,Paperback,English,352,Children,13+ years old,,Hachette Children's Books,GB,2.3 x 13.1 x 20,0.25,,,1
9780748126743,The Merchant's House,Kate Ellis,,12.99,0748126740,DI Wesley Peterson  Book 1,20th January 2011,ePUB,English,256,General Adult,,,"Little, Brown Book Group",,,,1,Digital original,
9781407034508,Mort,Terry Pratchett,,15.99,1407034502,Discworld  Book #4,27th May 2009,ePUB,English,320,General Adult,,,Transworld,,,,,,
9780575086227,The First Law Trilogy Boxed Set,Joe Abercrombie,,21.99,057508622X,The First Law,30th August 2012,ePUB,English,1600,General Adult,,,Orion,,,,,Digital original,
9780062368232,,,,,,,,,,,,,,,,,,,,
9780141355177,First Prize for the Worst Witch,Jill Murphy,,9.99,0141355174,The Worst Witch,6th September 2018,ePUB,English,208,Children,6 - 8 years old,,Penguin Random House Children's UK,,,,,,
9780230738126,,,,,,,,,,,,,,,,,,,,
9780141916224,One-hit Wonder,Lisa Jewell,,15.99,0141916222,,27th September 2001,ePUB,English,464,General Adult,,,Penguin Books Ltd,,,,,,
9780755396528,The Other Daughter,Lisa Gardner,,11.99,0755396529,,5th July 2012,ePUB,English,328,General Adult,,,Headline,,,,,Digital original,
9781401306113,Voodoo River,Robert Crais,,,140130611X,An Elvis Cole Novel,16th July 2013,ePUB,English,416,General Adult,,,Hachette Books,,,,,Digital original,
9780547761404,The Little Prince,Antoine de Saint-Exupéry,,,0547761406,,29th June 2000,PDF,English,96,,12+ years old,7+,,,,,,,
9780393634563,The Odyssey,Homer,62.65,50.99,0393634566,,7th November 2017,ePUB,English,656,,,,W. W. Norton & Company,,,,,,
9780755389940,Watch Your Back (The Baltimore Series Book 4),Karen Rose,,11.99,0755389948,Baltimore Series  Book 5,7th November 2013,ePUB,English,544,General Adult,,,Headline,,,,5,Digital original,
9780463567456,Out of This World,Neville Goddard,,,0463567455,,19th June 2018,ePUB,English,,,,,Neville Goddard,,,,,,
9780241966167,Monty,Spike Milligan,,14.99,0241966167,Spike Milligan War Memoirs,13th December 2012,ePUB,English,128,General Adult,0 - 2 years old,,Penguin Books Ltd,,,,3,,
9780586066232,The Songs of Distant Earth,Arthur C Clarke,,27.40,0586066233,,2nd November 1998,Paperback,English,240,General Adult,,,HarperCollins Publishers,GB,18.0 x 11.0 x 1.5,0.16,,,
9780748117215,Towers of Midnight,Robert Jordan,,12.99,0748117210,Wheel of Time  Book 13,31st January 2011,ePUB,English,672,General Adult,,,"Little, Brown Book Group",,,,13,Digital original,
9780141986203,Good Economics for Hard Times,Abhijit V. Banerjee,,21.99,0141986204,,12th November 2019,ePUB,English,256,Professional and Scholarly,,,Penguin Books Ltd,,,,,,
9781405517829,Dark Witch,Nora Roberts,,11.99,1405517824,The Cousins O’Dwyer Trilogy  Book 1,31st October 2013,ePUB,English,368,General Adult,,,"Little, Brown Book Group",GB,,,1,Digital original,
9780241248805,Anything is Possible,Elizabeth Strout,,15.99,0241248809,,4th May 2017,ePUB,English,280,General Adult,,,Penguin Books Ltd,,,,,,
9780241413210,The Beach House,Beth Reekles,,9.99,0241413214,The Kissing Booth,11th May 2019,ePUB,English,208,Children,9 - 12 years old,,Penguin Random House Children's UK,,,,,Digital original,
9780307788641,Alicia,Alicia Appleman-Jurman,13.70,11.99,0307788644,,16th February 2011,ePUB,English,,,,,Random House Publishing Group,,,,,,
9780061213731,,,,,,,,,,,,,,,,,,,,
9780141919959,Nineteen Eighty-Four,George Orwell,,10.99,0141919957,Penguin Modern Classics,29th January 2004,ePUB,English,400,General Adult,,,Penguin Books Ltd,,,,,,
9780307537928,Low Level Hell,Hugh L. Mills Jr.,25.70,20.99,0307537927,,16th January 2009,ePUB,English,,,,,Random House Publishing Group,,,,,,
9781405521284,The Far Side of the Sun,Kate Furnivall,,12.99,1405521287,,5th December 2013,ePUB,English,384,General Adult,,,"Little, Brown Book Group",,,,,Digital original,
9780241981344,The Man Who Solved the Market,Gregory Zuckerman,,18.99,0241981344,,5th November 2019,ePUB,English,304,General Adult,,,Penguin Books Ltd,,,,,,
9780230765061,,,,,,,,,,,,,,,,,,,,
9780785171393,Hulk,Greg Pak,13.19,10.99,0785171398,,6th March 2019,ePUB,English,,,,,Marvel Entertainment,,,,,,
9780060739805,,,,,,,,,,,,,,,,,,,,
9781401928926,The Power Is Within You,Louise Hay,10.26,9.99,1401928927,,1st January 2000,ePUB,English,238,,,,Hay House,,,,,,
9780768487817,The Gateway to the Seer Realm,Barbie Breathitt,24.93,20.99,0768487811,,21st August 2012,ePUB,English,316,,,,"Destiny Image, Inc.",,,,,,1
9781405528528,Age of Iron,Angus Watson,,11.99,1405528524,The Iron Age Trilogy,2nd September 2014,ePUB,English,560,General Adult,,,"Little, Brown Book Group",,,,,Digital original,
9780062242273,,,,,,,,,,,,,,,,,,,,
9780141927237,Artemis Fowl and the Opal Deception,Eoin Colfer,,12.99,0141927232,Artemis Fowl  Book #4,6th April 2006,ePUB,English,384,Children,9 - 12 years old,,Penguin Random House Children's UK,,,,,,
9781405926416,Last Seen Alive,Claire Douglas,,15.99,1405926414,,13th July 2017,ePUB,English,400,General Adult,,,Penguin Books Ltd,,,,,,
9781407013350,Nemesis,Jo Nesbo,,15.99,1407013351,Harry Hole  Book 4,1st April 2010,ePUB,English,720,General Adult,,,Random House,,,,4,,
9780307952219,"Finding Ultra, Revised and Updated Edition",Rich Roll,25.70,20.99,0307952215,,22nd May 2012,ePUB,English,,,,,Harmony/Rodale,,,,,,
9780748114696,Fever of the Bone,Val McDermid,,11.99,0748114696,Tony Hill and Carol Jordan  Book 6,3rd September 2009,ePUB,English,448,General Adult,,,"Little, Brown Book Group",,,,6,Digital original,
9780571342624,"Who am I, again?",Lenny Henry,18.69,15.99,0571342620,,1st October 2019,ePUB,English,352,General Adult,,,Faber & Faber,,,,,,
9780297864073,Sophie's World,Jostein Gaarder,,12.99,0297864076,,15th July 2010,ePUB,English,448,General Adult,,,Orion,,,,,Digital original,
9781101984826,Operator Down,Brad Taylor,,,1101984821,A Pike Logan Thriller  Book 12,9th January 2018,ePUB,English,,,,,Penguin Publishing Group,,,,12,,
9780330513081,The Hitchhiker's Guide to the Galaxy,Douglas Adams,,,0330513087,,1st September 2009,ePUB,English,,,,,,,,,,,
9780547526843,Gettysburg,Stephen W. Sears,,11.99,0547526849,,3rd November 2004,ePUB,English,640,,,,HarperCollins,,,,,,
9780871409508,The New Annotated Frankenstein (The Annotated Books),Mary Shelley,54.95,43.99,087140950X,The Annotated Books  Book 0,8th August 2017,ePUB,English,416,,,,Liveright,,,,0,,1
9780141975962,The Rise and Fall of the British Nation,David Edgerton,,18.99,0141975962,,28th June 2018,ePUB,English,720,General Adult,,,Penguin Books Ltd,,,,,,
9780241345719,The Light that Failed,Ivan Krastev,,15.99,0241345715,,31st October 2019,ePUB,English,256,General Adult,,,Penguin Books Ltd,,,,,,
9780670922888,The Charisma Myth,Olivia Fox Cabane,,16.99,0670922889,,1st October 2012,ePUB,English,272,General Adult,,,Penguin Books Ltd,,,,,,
9780141919140,Percy Jackson and the Battle of the Labyrinth,Rick Riordan,,12.99,0141919140,Percy Jackson and The Olympians  Book 4,5th March 2009,ePUB,English,352,Children,9 - 12 years old,,Penguin Books Ltd,,,,4,,
9780765377104,Death's End,Cixin Liu,,55.75,0765377101,Three-Body Problem,20th September 2016,Hardcover,English,608,General Adult,,,TOR BOOKS,US,24.13 x 16.51 x 5.08,0.82,,,
9781291841527,Ancient Knowledge,George Curtis,,,1291841520,,9th May 2014,ePUB,English,,,,,,,,,,,1
9780141964041,Thursday's Child,Nicci French,,15.99,0141964049,Frieda Klein  Book 4,10th April 2014,ePUB,English,320,General Adult,,,Penguin Books Ltd,,,,4,,
9781311206527,The Side Hustle,Nick Loper,,0.00,1311206523,,20th May 2015,ePUB,English,,,,,Nick Loper,,,,,,
9780241965214,Funny Girl,Nick Hornby,,15.99,0241965217,,6th November 2014,ePUB,English,256,General Adult,,,Penguin Books Ltd,,,,,,
9780241963333,The Cleaner of Chartres,Salley Vickers,,15.99,0241963338,,1st November 2012,ePUB,English,304,General Adult,,,Penguin Books Ltd,,,,,,
9780755350766,Two Women,Martina Cole,,11.99,0755350766,,4th September 2008,ePUB,English,672,General Adult,,,Headline,,,,,Digital original,
9780141911137,The Corfu Trilogy,Gerald Durrell,,18.99,0141911131,,3rd August 2006,ePUB,English,768,General Adult,0 - 2 years old,,Penguin Books Ltd,,,,,,
9780330525442,Sweet Temptation,Lucy Diamond,,,0330525441,,4th June 2010,ePUB,English,,,,,,,,,,,
9780575097759,The Well of Ascension,Brandon Sanderson,,11.99,0575097752,MISTBORN  Book 8,30th March 2010,ePUB,English,800,General Adult,,,Orion,,,,8,Digital original,
9780755372225,You Can't Hide,Karen Rose,,11.99,0755372220,Chicago Series  Book 4,15th October 2009,ePUB,English,300,General Adult,,,Headline,,,,4,Digital original,
9780755358939,Lights Out Till Dawn,Dee Williams,,12.99,0755358937,,9th June 2011,ePUB,English,320,General Adult,,,Headline,,,,,Digital original,
9780748115563,The Glass Castle,Jeannette Walls,,11.99,0748115560,,4th February 2010,ePUB,English,352,General Adult,,,"Little, Brown Book Group",,,,,Digital original,
9780199754878,What Is Mathematics?,the late Richard Courant,,30.00,019975487X,,18th July 1996,ePUB,English,,,,,Oxford University Press Academic US,,,,,,2
9780544866966,Little Blue Truck's Halloween,Alice Schertle,,,0544866967,,5th July 2016,ePUB,English,,,0 - 2 years old,,HarperCollins,,,,,,
9780761158288,The G.I. Diet,Rick Gallop,,,0761158286,,15th January 2010,ePUB,English,176,General Adult,,,Workman Publishing Company,,,,,,
9780141927558,We Have Always Lived in the Castle,Shirley Jackson,,15.99,0141927550,Penguin Modern Classics,1st October 2009,ePUB,English,176,General Adult,,,Penguin Books Ltd,,,,,,
9780241986899,Mary Queen of Scots,John Guy,,15.99,0241986893,,31st January 2019,ePUB,English,100,General Adult,,,Penguin Books Ltd,,,,,Media tie-in,
9780141903163,Bookends,Jane Green,,15.99,0141903163,,1st June 2000,ePUB,English,400,General Adult,0 - 2 years old,,Penguin Books Ltd,,,,,,
9781101559901,All Necessary Force,Brad Taylor,,,110155990X,A Pike Logan Thriller  Book 2,17th January 2012,ePUB,English,400,,18+ years old,,Penguin Publishing Group,,,,2,,
9780316408769,14th Deadly Sin,James Patterson,,,031640876X,,4th May 2015,E-Book,English,384,General Adult,,,Little Brown and Company,US,,,,,
9780285641266,The Artist's Way,Julia Cameron,,,0285641263,,1st April 2012,ePUB,English,240,General Adult,,,Profile,,,,,,
9780748115372,The Shadow Rising,Robert Jordan,,12.99,0748115374,Wheel of Time  Book 4,19th January 2010,ePUB,English,1056,General Adult,,,"Little, Brown Book Group",,,,4,Digital original,
9780141960401,I'm Watching You,Mary Burton,,14.99,014196040X,,19th August 2010,ePUB,English,448,General Adult,0 - 2 years old,,Penguin Books Ltd,,,,,,
9780241966150,Adolf Hitler,Spike Milligan,,14.99,0241966159,Spike Milligan War Memoirs,13th December 2012,ePUB,English,144,General Adult,0 - 2 years old,,Penguin Books Ltd,,,,,,
9781405925648,Love Me Not,M. J. Arlidge,,15.99,1405925647,Detective Inspector Helen Grace  Book 7,18th May 2017,ePUB,English,368,General Adult,,,Penguin Books Ltd,,,,7,,
9780141925288,How to be Good,Nick Hornby,,15.99,0141925280,,5th May 2005,ePUB,English,256,General Adult,,,Penguin Books Ltd,,,,,,
9780199705566,,,,,,,,,,,,,,,,,,,,
9780748130771,Dust,Patricia Cornwell,,11.99,0748130772,Kay Scarpetta  Book 21,12th November 2013,ePUB,English,528,General Adult,,,"Little, Brown Book Group",,,,21,Digital original,
9780141937458,The Penguin History of the United States of America,Hugh Brogan,,18.99,0141937459,,29th March 2001,ePUB,English,752,General Adult,,,Penguin Books Ltd,,,,,,
9780316341707,Muse of Nightmares,Laini Taylor,,,0316341703,Strange the Dreamer  Book 2,2nd October 2018,ePUB,English,,,,,"Little, Brown Books for Young Readers",,,,2,,
9781407037783,I Feel Bad About My Neck,Nora Ephron,,15.99,1407037781,,4th September 2008,ePUB,English,224,General Adult,,,Transworld,,,,,,
9780330472944,Men of Men,Wilbur Smith,,,0330472941,,4th September 2008,ePUB,English,,,,,,,,,,,
9780765388889,The Collapsing Empire,John Scalzi,,,076538888X,"Interdependency, 1",21st March 2017,Hardcover,English,336,General Adult,,,Tor Books,US,21.84 x 15.24 x 3.18,0.41,,,
9781101475782,One Rough Man,Brad Taylor,,,1101475781,A Pike Logan Thriller  Book 1,17th February 2011,ePUB,English,432,,,,Penguin Publishing Group,,,,1,,
9780060583262,,,,,,,,,,,,,,,,,,,,
9781101903919,Cravings,Chrissy Teigen,,54.25,1101903910,,23rd February 2016,Hardcover,English,240,General Adult,,,POTTER CLARKSON N,US,25.65 x 20.57 x 2.29,1.07,,,
9780755350834,When the Eagle Hunts (Eagles of the Empire 3),Simon Scarrow,,12.99,0755350839,Eagles of the Empire  Book 110,4th September 2008,ePUB,English,448,General Adult,,,Headline,,,,110,Digital original,
9781281371928,Introducing Marxism,Rupert Woodfin,,,1281371920,,1st January 2004,E-Book,English,176,General Adult,,,Icon Books Limited,US,,,,,
9780241238844,,,,,,,,,,,,,,,,,,,,
9780241968574,Love in the Time of Cholera,Gabriel Garcia Marquez,,15.99,0241968577,Marquez 2014,6th March 2014,ePUB,English,368,General Adult,,,Penguin Books Ltd,,,,,,
9780241322369,The Honourable Schoolboy,John le Carré,,15.99,0241322367,Penguin Modern Classics,27th September 2018,ePUB,English,704,General Adult,,,Penguin Books Ltd,,,,,,
9780230771475,,,,,,,,,,,,,,,,,,,,
9780547529875,The Lemonade War,Jacqueline Davies,,4.99,0547529872,The Lemonade War Series  Book 1,4th May 2009,ePUB,English,,,6 - 8 years old,,HarperCollins,,,,1,,
9781101082218,Skinwalker,Faith Hunter,13.19,10.99,1101082216,Jane Yellowrock  Book 1,7th July 2009,ePUB,English,,,,,Penguin Publishing Group,,,,1,,
9780857204301,The Lady of the Rivers,Philippa Gregory,,13.99,0857204300,Cousins' War  Book #3,15th September 2011,ePUB,English,512,General Adult,,,Simon & Schuster UK,,,,,,
9780061974267,,,,,,,,,,,,,,,,,,,,
9781306064026,"King's Commander, A",Dewey Lambdin,,,1306064023,,1st January 2008,E-Book,English,451,General Adult,,,McBooks Press,US,,,,,
9780307538376,Midnight in the Garden of Good and Evil,John Berendt,25.70,20.99,0307538370,,12th May 2010,ePUB,English,,,,,Knopf Doubleday Publishing Group,,,,,,
9780141969053,Merciless,Mary Burton,,15.99,0141969059,,15th March 2012,ePUB,English,480,General Adult,0 - 2 years old,,Penguin Books Ltd,,,,,,
