ISBN,Title,Author,Original Price,Discounted price,ISBN-10,Series,Published,Format,Language,Number of Pages,Audience,For Ages,For Grades,Publisher,Country of Publication,Dimensions (cm),Weight (kg),Volume Number,Edition Type,Edition Number
9780698136779,Magic Shifts,Ilona Andrews,14.66,11.99,0698136772,Kate Daniels  Book 8,4th August 2015,ePUB,English,,,,,Penguin Publishing Group,,,,8,,
9780141925073,High Fidelity,Nick Hornby,,15.99,0141925078,,5th May 2005,ePUB,English,256,General Adult,,,Penguin Books Ltd,,,,,,
9780748116676,The Novice,Trudi Canavan,,14.99,0748116672,Black Magician Trilogy  Book 2,7th January 2010,ePUB,English,592,General Adult,9 - 12 years old,,"Little, Brown Book Group",,,,2,Digital original,
9781306265362,Little Women,Louisa May Alcott,,,1306265363,,1st January 2011,E-Book,English,114,Children,,,Calico Chapter Books,US,,,,,
9780575099913,The Last Wish,Andrzej Sapkowski,,12.99,0575099917,The Witcher  Book 1,19th August 2010,ePUB,English,288,General Adult,,,Orion,,,,1,Digital original,
9780141190662,Travels with Charley,Jay Parini,,15.99,0141190663,Penguin Modern Classics,1st March 2001,ePUB,English,240,General Adult,,,Penguin Books Ltd,,,,,,
9780141904757,Anybody Out There,Marian Keyes,,15.99,0141904755,Walsh Family,8th February 2007,ePUB,English,608,General Adult,,,Penguin Books Ltd,,,,4,,
9780748132003,A Big Boy Did It And Ran Away,Christopher Brookmyre,,12.99,0748132007,Angelique De Xavier,16th June 2011,ePUB,English,512,General Adult,,,"Little, Brown Book Group",,,,,Digital original,
9780748115457,The Gathering Storm,Robert Jordan,,12.99,0748115455,Wheel of Time  Book 12,7th October 2010,ePUB,English,672,General Adult,,,"Little, Brown Book Group",,,,12,Digital original,
9780141398211,Three Tang Dynasty Poets,Penguin Books Ltd,,4.99,0141398213,Penguin Little Black Classics,26th February 2015,ePUB,English,80,General Adult,,,Penguin Books Ltd,,,,,,
9781405528733,Burn Fat Fast,Kate Staples,,9.99,1405528737,Tom Thorne Novels  Book 563,6th June 2013,ePUB,English,96,General Adult,,,"Little, Brown Book Group",GB,,,563,Digital original,
9781509862344,The Man From St Petersburg,Ken Follett,21.99,21.75,150986234X,,28th May 2019,Paperback,English,464,General Adult,,,Pan Macmillan UK,AU,19.7 x 12.6 x 3,0.34,,,
9780748116119,Blood Rites,Jim Butcher,,11.99,0748116117,Dresden Files  Book 6,4th March 2010,ePUB,English,464,General Adult,,,"Little, Brown Book Group",,,,6,Digital original,
9781407039176,Remote Control,Andy McNab,,15.99,1407039172,Nick Stone  Book 1,2nd October 2008,ePUB,English,512,General Adult,,,Transworld,,,,1,,
9780575104419,Dune,Frank Herbert,,11.99,0575104414,S.F. MASTERWORKS  Book 34,30th December 2010,ePUB,English,624,General Adult,,,Orion,,,,34,Digital original,
9780670923182,Leaders Eat Last,Simon Sinek,,16.99,0670923184,Actiphons,9th January 2014,ePUB,English,256,General Adult,,,Penguin Books Ltd,,,,,,
9780241187159,To Hell and Back,Ian Kershaw,,19.99,024118715X,,24th September 2015,ePUB,English,400,General Adult,,,Penguin Books Ltd,,,,,,
9780751567779,Every Breath,Nicholas Sparks,,11.99,0751567779,,16th October 2018,ePUB,English,320,General Adult,,,"Little, Brown Book Group",,,,,Digital original,
9780061801891,,,,,,,,,,,,,,,,,,,,
9780857072900,"Sister, Missing",Sophie McKenzie,,10.99,0857072900,,15th September 2011,ePUB,English,1,Children,9 - 12 years old,,Simon & Schuster UK,,,,,,
9781351624534,Closing the Vocabulary Gap,Alex Quigley,,36.29,1351624539,,6th April 2018,ePUB,English,,,,,Taylor & Francis,,,,,,1
9781405523134,The Skeleton Road,Val McDermid,,11.99,1405523131,Karen Pirie  Book 3,11th September 2014,ePUB,English,416,General Adult,,,"Little, Brown Book Group",,,,3,Digital original,
9780748115686,The Glass Room,Simon Mawer,,11.99,0748115684,,20th August 2009,ePUB,English,416,General Adult,,,"Little, Brown Book Group",,,,,Digital original,
9780141903958,Death of a Salesman,Arthur Miller,,10.99,0141903953,Penguin Modern Classics,3rd May 2013,ePUB,English,112,General Adult,,,Penguin Books Ltd,,,,,,
9780241235973,Seven Brief Lessons on Physics,Carlo Rovelli,,14.99,0241235979,,24th September 2015,ePUB,English,96,General Adult,,,Penguin Books Ltd,,,,,,
9781529043846,The Paper Moon,Andrea Camilleri,21.99,21.75,1529043840,Inspector Montalbano mysteries,27th July 2021,Paperback,English,288,General Adult,,,Pan Macmillan UK,AU,19.6 x 13.0 x 1.9,0.2,,,
9780718159023,Forgive Me,Lesley Pearse,,15.99,0718159020,,14th February 2013,ePUB,English,512,General Adult,0 - 2 years old,,Penguin Books Ltd,,,,,,
9781118001318,The Paleo Diet,Loren Cordain,,,1118001311,,29th November 2010,ePUB and PDF,English,304,,,,John Wiley & Sons Australia,,,,,,
9781407047966,Noughts & Crosses,Malorie Blackman,,12.99,1407047965,Noughts And Crosses  Book 1,26th December 2008,ePUB,English,512,Children,9 - 12 years old,7 - 12,RHCP,,,,1,,
9780857208996,A Winter Flame,Milly Johnson,,9.99,0857208993,THE FOUR SEASONS,25th October 2012,ePUB,English,416,General Adult,,,Simon & Schuster UK,,,,,,
9780141927589,Stone Cold,Robert Swindells,,12.99,0141927585,The Originals,27th January 2005,ePUB,English,144,Children,9 - 12 years old,,Penguin Random House Children's UK,,,,,,
9780486132532,"Walden; Or, Life in the Woods",Henry David Thoreau,,1.45,0486132536,Dover Thrift Editions Philosophy,22nd March 2012,ePUB,English,224,,12 - 18 years old,,Dover Publications,,,,,,1
9780486113241,Paradise Lost,John Milton,,1.45,0486113248,Dover Thrift Editions Poetry,6th April 2012,ePUB,English,480,,,,Dover Publications,,,,,,1
9780857207500,The Kingmaker's Daughter,Philippa Gregory,,13.99,0857207504,Cousins' War  Book #4,16th August 2012,ePUB,English,464,General Adult,,,Simon & Schuster UK,,,,,,
9780330514507,The Summer That Never Was,Peter Robinson,,,0330514504,,21st August 2009,ePUB,English,,,,,,,,,,,
9781101637807,The War that Saved My Life,Kimberly Brubaker Bradley,,,1101637803,,8th January 2015,ePUB,English,,,,,,,,,,,1
9781250014184,Intuitive Eating,,,,1250014182,,7th August 2012,ePUB,English,,,,,St. Martin's Publishing Group,,,,,,
9780995105003,Lady Isabella's Ogre,Emily Larkin,,7.99,0995105006,,5th December 2017,ePUB,English,,,,,Emily Larkin,,,,,,
9781310514760,Viking Slave,Griff Hosker,,8.15,1310514763,Dragon Heart  Book 1,14th May 2015,ePUB,English,,,,,Griff Hosker,,,,1,,
9780141924649,Journey into Fear,Eric Ambler,,15.99,0141924640,Penguin Modern Classics,28th May 2009,ePUB,English,224,General Adult,,,Penguin Books Ltd,,,,,,
9780748110193,Northern Lights,Nora Roberts,,12.99,0748110194,Tom Thorne Novels  Book 195,2nd October 2008,ePUB,English,544,General Adult,,,"Little, Brown Book Group",,,,195,Digital original,
9780593054277,The Lost Symbol,Dan Brown,,,059305427X,Robert Langdon,1st September 2009,Hardcover,English,528,General Adult,,,Transworld Publishers Ltd,GB,23.9 x 15.9 x 4.7,0.83,,,
9780349004594,The Paying Guests,Sarah Waters,,12.99,0349004595,,28th August 2014,ePUB,English,576,General Adult,,,"Little, Brown Book Group",,,,,Digital original,
9780241958346,How to be a Victorian,Ruth Goodman,,15.99,0241958342,,27th June 2013,ePUB,English,400,General Adult,0 - 2 years old,,Penguin Books Ltd,,,,,,
9781101912508,El Murmullo de Las Abejas,Sofia Segovia,,,1101912502,,28th April 2015,E-Book,,331,General Adult,,,Vintage Espanol,US,,,,,
9780330468466,The Road,Cormac McCarthy,,,0330468464,,1st December 2009,Paperback,English,324,General Adult,,,Pan Macmillan UK,AU,19.7 x 13.0 x 1.6,0.24,,Media tie-in,1
9780007287758,"The Painted Man (The Demon Cycle, Book 1)",Peter V. Brett,,12.99,0007287755,The Demon Cycle  Book 1,8th January 2009,ePUB,English,544,General Adult,,,HarperCollins Publishers,,,,1,,
9780983720201,The Look Of Love,Bella Andre,,0.00,0983720207,The Sullivans  Book 1,11th April 2012,ePUB,English,115,,,,"Oak Press, LLC",,,,1,,
9781310697883,Diary Of The Heart,W. R. Watkins,,,1310697884,,10th March 2016,ePUB,English,,,,,W. R. Watkins,,,,,,
9780544963429,Baby-Led Feeding,Jenna Helwig,,26.99,0544963423,,13th March 2018,ePUB,English,208,,,,HarperCollins,,,,,,1
9780544302341,Diabetic Living Diabetes Meals by the Plate,Diabetic Living Editors,,,0544302346,Diabetic Living,30th December 2014,ePUB,English,,,,,HMH Books,,,,,,1
9780759518162,Damage Control,Robert Dugoni,,17.99,0759518165,,14th February 2007,ePUB,English,300,General Adult,,,Grand Central Publishing,,,,,Digital original,
9780330523332,Total Control,David Baldacci,,,0330523333,,16th May 2011,ePUB,English,624,,,,,,,,,,
9781405517843,Shadow Spell,Nora Roberts,,16.99,1405517840,The Cousins O’Dwyer Trilogy  Book 2,25th March 2014,ePUB,English,352,General Adult,,,"Little, Brown Book Group",,,,2,Digital original,
9780768413793,Unlocking Destinies From the Courts of Heaven Leader's Guide,Robert Henderson,,28.50,0768413796,,21st March 2017,Paperback,English,192,General Adult,,,,US,27.5 x 21.5 x 1.5,0.32,,,
9780748109531,Sleepyhead,Mark Billingham,,12.99,0748109536,Tom Thorne Novels  Book 1,4th September 2008,ePUB,English,432,General Adult,,,"Little, Brown Book Group",,,,1,Digital original,
9780141959153,Captain Hornblower R.N.,C.S. Forester,,15.99,0141959150,A Horatio Hornblower Tale of the Sea,1st January 2000,ePUB,English,576,General Adult,,,Penguin Books Ltd,,,,,,
9780575097742,The Final Empire,Brandon Sanderson,,11.99,0575097744,MISTBORN  Book 9,30th March 2010,ePUB,English,672,General Adult,,,Orion,,,,9,Digital original,
9781408894811,Tenth of December,George Saunders,22.99,20.35,1408894815,,1st December 2017,Paperback,English,288,,,,Bloomsbury,GB,1.7 x 12.9 x 19.6,0.21,,,
9780748129270,The Dip,Seth Godin,,11.99,0748129278,,3rd February 2011,ePUB,English,96,"College, Tertiary and University",,,"Little, Brown Book Group",,,,,Digital original,
9781405930628,Liberation Square,Gareth Rubin,,15.99,1405930624,,18th April 2019,ePUB,English,400,General Adult,,,Penguin Books Ltd,,,,,,
9780964729292,The Shack,William P. Young,,19.99,0964729296,,20th June 2008,ePUB,English,300,General Adult,,,Windblown Media,,,,,Digital original,
9780748109784,Red Carpets And Other Banana Skins,Rupert Everett,,12.99,0748109781,,4th September 2008,ePUB,English,416,General Adult,,,"Little, Brown Book Group",,,,,Digital original,
9781306063791,Invasion,Julian Stockwin,,,1306063795,,1st January 2009,E-Book,English,307,General Adult,,,McBooks Press,US,,,,,
9780241410967,It's Not OK to Feel Blue (and other lies),Scarlett Curtis,,12.99,0241410967,And Other Lies,3rd October 2019,ePUB,English,576,General Adult,12 - 18 years old,,Penguin Random House Children's UK,,,,,,
9780812984835,Decline and Fall of the Roman Empire,Edward Gibbon,27.42,21.99,0812984838,The Decline and Fall of the Roman Empire,28th January 2013,ePUB,English,,,,,Random House Publishing Group,,,,,,
9780743218306,Mornings on Horseback,David McCullough,,12.99,0743218302,,31st May 2007,ePUB,English,448,General Adult,,,Simon & Schuster,,,,,,
9780141929125,Enemy of God,Bernard Cornwell,,15.99,014192912X,Warlord Chronicles  Book 2,1st November 2007,ePUB,English,496,General Adult,,,Penguin Books Ltd,,,,2,,
9780316531269,The Chain,Adrian McKinty,,,031653126X,,9th July 2019,Hardcover,English,368,General Adult,,,Mulholland Books,US,24.13 x 15.88 x 3.18,0.57,,,
9780141364025,The Burning Maze (The Trials of Apollo Book 3),Rick Riordan,,9.99,0141364025,The Trials of Apollo  Book 3,1st May 2018,ePUB,English,528,Children,9 - 12 years old,,Penguin Random House Children's UK,,,,3,,
9780061909641,Gone,Michael Grant,,9.99,0061909645,Gone  Book 1,19th May 2009,ePUB,English,576,Teenager/Young Adult,12+ years old,8+,HarperCollins,,,,1,,
9780141345642,,,,,,,,,,,,,,,,,,,,
9780547807683,The Dark Monk,Oliver Potzsch,,,0547807686,Hangman's Daughter,12th June 2012,Paperback with Flaps on Inside & Back Covers,English,463,General Adult,,,Houghton Mifflin,US,21.0 x 14.0 x 3.56,0.52,,,
9780141925165,The Other Side of the Dale,Gervase Phinn,,14.99,0141925167,,1st January 2000,ePUB,English,288,General Adult,,,Penguin Books Ltd,,,,,,
9780755387120,Cross,James Patterson,,12.99,0755387120,Alex Cross  Book 12,28th April 2011,ePUB,English,321,General Adult,,,Headline,,,,12,Digital original,
9780307271914,,,,,,,,,,,,,,,,,,,,
9780830839629,A Week in the Life of Corinth,Ben Witherington Ii,,32.96,0830839623,Week in the Life,30th March 2012,Paperback,English,159,Professional and Scholarly,,,InterVarsity Press,US,21.0 x 14.0 x 1.2,0.2,,,
9780755348367,Centurion,Simon Scarrow,,20.40,0755348362,Eagle,1st August 2008,Paperback,English,533,General Adult,,,Headline,GB,20.5 x 13.5 x 2.5,0.27,,,1
9780241339732,The Master's Tools Will Never Dismantle the Master's House,Audre Lorde,,1.99,0241339731,Penguin Modern,31st May 2018,ePUB,English,64,General Adult,,,Penguin Books Ltd,,,,,,
9780141966731,Can't Anyone Help Me?,Toni Maguire,,14.99,0141966734,,7th July 2011,ePUB,English,288,General Adult,0 - 2 years old,,Penguin Books Ltd,,,,,,
9781401923440,The Biology of Belief,Bruce H. Lipton,,,1401923445,,15th September 2008,ePUB and PDF,English,204,,,,"Hay House UK, Limited",,,,,,
9780748115365,The Dragon Reborn,Robert Jordan,,12.99,0748115366,Wheel of Time  Book 3,15th December 2009,ePUB,English,704,General Adult,,,"Little, Brown Book Group",,,,3,Digital original,
9780141971568,The Diary of a Killer Cat,Anne Fine,,9.99,0141971568,The Killer Cat  Book 1,3rd March 2011,ePUB,English,64,Children,6 - 8 years old,,Penguin Random House Children's UK,,,,1,,
9780486817316,The Expression of the Emotions in Man and Animal,Charles Darwin,34.99,32.50,0486817318,,1st March 2018,Paperback,English,416,Professional and Scholarly,,,Dover Publications Inc.,US,21.5 x 14 x 3,0.58,,,
9780241381250,,,,,,,,,,,,,,,,,,,,
9781101032343,The Forgotten 500,Gregory A. Freeman,23.99,19.99,1101032340,,2nd September 2008,ePUB,English,336,,,,Penguin Publishing Group,,,,,,
9781409015369,The Bloody Chamber and Other Stories,Angela Carter,,15.99,140901536X,Vintage Magic  Book 8,31st October 2012,ePUB,English,176,General Adult,,,Random House,,,,8,,
9780008139483,The Pale Horseman [TV Tie-in Edition],Bernard Cornwell,22.99,22.40,0008139482,The Last Kingdom,21st September 2015,Paperback,English,432,General Adult,,,HarperCollins Publishers,GB,1.8 x 21.5 x 13.5,0.24,,Media tie-in,
9780281064649,Revelation for Everyone,Tom Wright,17.04,13.99,0281064644,For Everyone Series New Testament  Book 17,15th November 2011,ePUB,English,256,General Adult,,,SPCK,,,,17,,
9780141901251,The Count of Monte Cristo,Alexandre Dumas,,10.99,014190125X,,27th March 2003,ePUB,English,1312,General Adult,,,Penguin Books Ltd,,,,,,
9780755364435,Mary Berry's Christmas Collection,Mary Berry,,,0755364430,,26th September 2013,ePUB,English,288,General Adult,,,Headline,,,,,Digital original,
9780297859680,And Furthermore,Dame Judi Dench,,11.99,0297859684,,14th October 2010,ePUB,English,320,General Adult,,,Orion,,,,,Digital original,
9780141967554,The Son of Neptune (Heroes of Olympus Book 2),Rick Riordan,,9.99,0141967552,Heroes of Olympus  Book 2,4th October 2011,ePUB,English,544,Children,9 - 12 years old,,Penguin Random House Children's UK,,,,2,,
9780307414281,,,,,,,,,,,,,,,,,,,,
9780571246021,Medusa,Michael Dibdin,13.19,11.99,0571246028,Aurelio Zen  Book 9,4th September 2008,ePUB,English,384,General Adult,,,Faber & Faber,,,,9,Main,
9780141970172,Quiet,Susan Cain,,14.99,0141970170,,29th March 2012,ePUB,English,352,General Adult,0 - 2 years old,,Penguin Books Ltd,,,,,,
9781407031088,Never Tell,Catherine McCall,,19.99,1407031082,,1st April 2010,ePUB,English,288,General Adult,,,Ebury Publishing,,,,,,
9781306051705,Child of the Morning,Pauline Gedge,,,1306051703,,1st January 2010,E-Book,English,420,General Adult,,,Chicago Review Press,US,,,,,
9780307414120,,,,,,,,,,,,,,,,,,,,
9780768419580,,,,,,,,,,,,,,,,,,,,
9780830826490,All Things New,Brian J. Tabb,,59.50,0830826491,New Studies in Biblical Theology,30th April 2019,Paperback,English,280,,,,IVP ACADEMIC,,21.34 x 13.97 x 2.29,0.39,,,
9780748114368,Night Probe!,Clive Cussler,,4.99,074811436X,Dirk Pitt Adventures  Book 6,17th September 2009,ePUB,English,384,General Adult,,,"Little, Brown Book Group",,,,6,Digital original,
9780241979785,Love is Blind,William Boyd,,15.99,0241979781,,20th September 2018,ePUB,English,296,General Adult,,,Penguin Books Ltd,,,,,,
9780807573983,Skeleton For Dinner,Margery Cuyler,,,0807573981,,1st September 2013,Hardcover,English,32,Children,6 - 7 years old,1 - 2,Whitman & Co.,US,21.59 x 27.31 x 1.27,0.39,,,
9780544340688,The Giver (Movie Tie-In Edition),Lois Lowry,,26.75,054434068X,Giver Quartet,1st July 2014,Paperback,English,256,Teenager/Young Adult,12+ years old,7+,Clarion Books,US,20.96 x 13.97 x 1.91,0.3,,,
9780752883649,The Falls,Ian Rankin,22.99,22.40,075288364X,Inspector Rebus,1st October 2008,Paperback,English,512,General Adult,,,Orion,GB,3 x 13 x 19.8,0.37,,,1
9781407044873,Double Cross,Malorie Blackman,,9.99,1407044877,Noughts And Crosses  Book 4,29th December 2008,ePUB,English,448,Children,9 - 12 years old,,Penguin Random House Children's UK,,,,4,,
9780330514651,Wednesday's Child,Peter Robinson,,,0330514652,,21st August 2009,ePUB,English,,,,,,,,,,,
9781101609644,Mrs. Lincoln's Dressmaker,Jennifer Chiaverini,22.29,17.99,1101609648,,15th January 2013,ePUB,English,352,,,,Penguin Publishing Group,,,,,,
9781846276842,Convenience Store Woman,Sayaka Murata,22.99,20.35,1846276845,,3rd June 2019,Paperback,English,176,General Adult,,,Granta,GB,20 x 13 x 1.5,0.13,,,
9780765397522,All Systems Red,Martha Wells,6.22,5.99,0765397528,The Murderbot Diaries  Book 1,2nd May 2017,ePUB,English,,,,,Tor Publishing Group,,,,1,,
9780857870216,Horus Rising,Dan Abnett,,13.99,0857870211,The Horus Heresy  Book 1,24th April 2014,ePUB,English,,General Adult,,,Black Library,,,,1,,
9780718186838,The Sword Saint,C. F. Iggulden,,15.99,0718186834,Empire of Salt  Book 3,8th August 2019,ePUB,English,384,General Adult,,,Penguin Books Ltd,,,,3,,
9780807563731,Jacob's New Dress,Sarah Hoffman,,,0807563730,,1st April 2014,Hardcover,English,32,Children,6 - 7 years old,1 - 2,Whitman & Co.,US,25.5 x 18.0 x 1.27,0.21,,,
9780857894823,Tribune of Rome,Robert Fabbri,,3.99,085789482X,Vespasian  Book 1,1st May 2011,ePUB,English,300,General Adult,,,Corvus,,,,1,Digital original,
9780743246392,The Great Gatsby,F. Scott Fitzgerald,,11.99,074324639X,,27th May 2003,ePUB,English,165,General Adult,,,Scribner,,,,,,
9780761163985,The Essential Guide to Getting Your Book Published,Arielle Eckstut,,23.99,0761163980,,11th November 2010,ePUB,English,544,General Adult,,,Workman Publishing Company,,,,,,
9780762448319,You Are a Badass,Jen Sincero,,,0762448318,,23rd April 2013,ePUB,English,256,,,,,,,,,,1
9781405513487,Night Broken,Patricia Briggs,,11.99,1405513489,Mercy Thompson  Book 8,11th March 2014,ePUB,English,352,General Adult,,,"Little, Brown Book Group",,,,8,Digital original,
9781106927613,"Saga, Vol. 2",Brian K. Vaughan,,,1106927613,,2nd July 2013,ePUB,English,152,,,,,,,,,,1
9780956770028,The Written,Ben Galley,,,0956770029,The Emaneska Series  Book 1,1st December 2015,ePUB,English,,,,,BenGalley.com,,,,1,,1
9781101965375,Age of Swords,Michael J. Sullivan,14.66,11.99,1101965371,The Legends of the First Empire  Book 2,25th July 2017,ePUB,English,,,,,Random House Worlds,,,,2,,
9780241355237,The Uninhabitable Earth,David Wallace-Wells,,15.99,0241355230,,19th February 2019,ePUB,English,208,General Adult,,,Penguin Books Ltd,,,,,,
9780465028252,The Rape of Nanking,Iris Chang,,13.99,046502825X,,11th March 2014,ePUB,English,360,General Adult,13 - 99 years old,8 - 17,Basic Books,,,,,Digital original,
9780241985557,"Olive, Again",Elizabeth Strout,,15.99,0241985552,,31st October 2019,ePUB,English,272,General Adult,,,Penguin Books Ltd,,,,,,
9780749929695,Northern Lights,Nora Roberts,22.99,22.40,0749929693,Tom Thorne Novels,1st June 2009,Paperback,English,576,General Adult,,,Little Brown,GB,3.8 x 12.8 x 19.8,0.4,,,1
9780307271914,,,,,,,,,,,,,,,,,,,,
9781405927642,Odessa Sea,Clive Cussler,,15.99,140592764X,The Dirk Pitt Adventures  Book 24,17th November 2016,ePUB,English,480,General Adult,,,Penguin Books Ltd,,,,24,,
9780857208958,Manson,Jeff Guinn,,13.99,0857208950,,6th August 2013,ePUB,English,512,General Adult,,,Simon & Schuster UK,,,,,,
9780765376473,A Gathering of Shadows,V E Schwab,,,0765376474,Shades of Magic,23rd February 2016,Hardcover,English,512,General Adult,,,Tor Books,US,22.86 x 16.51 x 4.45,0.57,,,
9780141976105,Nudge,Richard H. Thaler,,16.99,0141976101,,4th October 2012,ePUB,English,320,General Adult,,,Penguin Books Ltd,,,,,,
9780230714809,Revelation,C. J. Sansom,,,0230714803,,7th October 2008,ePUB,English,,,,,,,,,,,3
9780768448887,Redeeming Your Bloodline,Hrvoje Sirovina,,32.63,0768448883,,1st May 2019,Paperback,English,224,General Adult,,,SOUND WISDOM,US,21.34 x 13.97 x 1.52,0.23,,,
9780307351937,,,,,,,,,,,,,,,,,,,,
9780748115402,A Crown Of Swords,Robert Jordan,,12.99,0748115404,Wheel of Time  Book 7,20th April 2010,ePUB,English,784,General Adult,,,"Little, Brown Book Group",,,,7,Digital original,
9780748116577,Dead Beat,Jim Butcher,,12.99,0748116575,Dresden Files  Book 7,4th March 2010,ePUB,English,512,General Adult,,,"Little, Brown Book Group",,,,7,Digital original,
9780748108596,Bitten,Kelley Armstrong,,11.99,0748108599,Otherworld  Book 1,4th September 2008,ePUB,English,464,General Adult,,,"Little, Brown Book Group",,,,1,Digital original,
9780141902142,The Heart of the Dales,Gervase Phinn,,14.99,0141902140,,26th June 2008,ePUB,English,400,General Adult,0 - 2 years old,,Penguin Books Ltd,,,,,,
9781529003239,The Simple Truth,David Baldacci,17.99,16.75,1529003237,,9th July 2019,Paperback,English,704,General Adult,,,Pan Macmillan UK,AU,19.5 x 13.0 x 4.3,0.49,,,
9780753552049,The Spider Network,David Enrich,,18.99,0753552043,,23rd March 2017,ePUB,English,496,General Adult,,,Ebury Publishing,,,,,,
9780385374675,Monster Trucks!,Michael J Doolittle,8.79,7.99,0385374674,Step into Reading,31st July 2013,ePUB,English,,,3 - 5 years old,,Random House Children's Books,,,,,,
9780761160854,The Essential Guide to Getting Your Book Published,Arielle Eckstut,,32.59,076116085X,Essential Guide to Getting Your Book Published How to Write,4th November 2010,Paperback,English,544,General Adult,,,Workman,US,22.86 x 15.24 x 3.18,0.3,,,1
9780984358113,The Millionaire Fastlane,MJ DeMarco,,7.99,0984358110,10th Anniversary Edition,18th March 2012,ePUB,English,336,General Adult,,,Viperion Publishing,,,,,,1
9780007287154,Cut,Cathy Glass,,12.99,0007287151,,19th January 2009,ePUB,English,320,General Adult,,,HarperCollins Publishers,,,,,,
9781409021308,Paddy Clarke Ha Ha Ha,Roddy Doyle,,15.99,1409021300,,23rd February 2010,ePUB,English,288,General Adult,,,Random House,,,,,,
9781282119154,Introducing Cultural Studies,Dr David Walton,,,128211915X,,29th November 2007,E-Book,English,323,General Adult,,,Sage Publications Ltd,US,,,,,
9780753548035,My Kitchen Table,Gizzi Erskine,,14.99,0753548038,My Kitchen  Book 20,5th January 2012,ePUB,English,208,General Adult,,,Ebury Publishing,,,,20,,
9780785170624,Hulk,Greg Pak,36.66,29.99,0785170626,,30th July 2014,ePUB,English,,,,,Marvel Entertainment,,,,,,
9780330466677,A Dangerous Fortune,Ken Follett,,,0330466674,,4th September 2008,ePUB,English,608,,,,,,,,,,
9781405520607,The Handsome Man's De Luxe Cafe,Alexander McCall Smith,,11.99,1405520604,The No. 1 Ladies' Detective Agency  Book 15,18th September 2014,ePUB,English,256,General Adult,,,"Little, Brown Book Group",,,,15,Digital original,
9780994054463,The Risk,Elle Kennedy,,,0994054467,Briar U  Book 2,18th February 2019,ePUB,English,,,,,?Elle Kennedy Inc.,,,,2,,
9780575087873,Last Argument Of Kings,Joe Abercrombie,,12.99,0575087870,The First Law  Book 3,18th June 2009,ePUB,English,544,General Adult,,,Orion,,,,3,Digital original,
9780141347769,,,,,,,,,,,,,,,,,,,,
9780241303566,The 4 Pillar Plan,Dr Rangan Chatterjee,,19.99,0241303567,,28th December 2017,ePUB,English,272,General Adult,,,Penguin Books Ltd,,,,,,
9780755350735,The Jump,Martina Cole,,11.99,0755350731,,4th September 2008,ePUB,English,672,General Adult,,,Headline,,,,,Digital original,
9780547740133,The Ludwig Conspiracy,Oliver Pötzsch,24.19,19.99,0547740131,,21st November 2023,ePUB,English,448,,,,HarperCollins,,,,,,1
9780141976266,The Night Manager,John le Carré,,15.99,0141976268,Penguin Modern Classics,7th November 2013,ePUB,English,480,General Adult,,,Penguin Books Ltd,,,,,,
9781405941082,The Oracle,Clive Cussler,,14.99,1405941081,Fargo Adventures  Book 11,30th May 2019,ePUB,English,400,General Adult,,,Penguin Books Ltd,,,,11,,
9780283071980,,,,,,,,,,,,,,,,,,,,
9780230766112,,,,,,,,,,,,,,,,,,,,
9781405932585,Then She Vanishes,Claire Douglas,,15.99,1405932589,,27th June 2019,ePUB,English,400,General Adult,,,Penguin Books Ltd,,,,,,
9780755357215,Praetorian (Eagles of the Empire 11),Simon Scarrow,,12.99,0755357213,Eagles of the Empire  Book 97,10th November 2011,ePUB,English,340,General Adult,,,Headline,,,,97,Digital original,
9780345510440,Who,Geoff Smart,17.14,13.99,0345510445,,30th September 2008,ePUB,English,,,,,Random House Publishing Group,,,,,,
9781465458551,The Philosophy Book,Dk,,39.80,1465458557,DK Big Ideas,21st February 2017,Paperback,English,352,General Adult,,,DK PUB INC,US,23.11 x 19.56 x 2.03,0.93,,,
9780141907048,Back Home,Michelle Magorian,,9.99,0141907045,A Puffin Book,1st January 2000,ePUB,English,384,Children,9 - 12 years old,,Penguin Random House Children's UK,,,,,,
9780141978512,A History of the Bible,Dr John Barton,,18.99,0141978511,,4th April 2019,ePUB,English,640,General Adult,,,Penguin Books Ltd,,,,,,
9780241981849,"Black Leopard, Red Wolf",Marlon James,,15.99,0241981840,Dark Star Trilogy  Book 1,5th February 2019,ePUB,English,640,General Adult,,,Penguin Books Ltd,,,,1,,
9780356510644,The Unbound Empire,Melissa Caruso,24.99,21.75,0356510646,Swords and Fire,23rd April 2019,Paperback,English,560,General Adult,,,Little Brown,GB,3.4 x 12.6 x 19.8,0.37,,,1
9780241968598,One Hundred Years of Solitude,Gabriel Garcia Marquez,,15.99,0241968593,Marquez 2014,6th March 2014,ePUB,English,432,General Adult,,,Penguin Books Ltd,,,,,,
9780316444996,"Overlord, Vol. 10 (light novel)",Kugane Maruyama,22.00,20.99,0316444995,Overlord  Book 10,21st May 2019,ePUB,English,,,,,Yen Press,,,,10,,
9781407048017,Knife Edge,Malorie Blackman,,9.99,1407048015,Noughts And Crosses  Book 2,26th December 2008,ePUB,English,416,Children,9 - 12 years old,7 - 12,RHCP,,,,2,,
9780544373181,Under The Same Sky,Joseph Kim,,,0544373189,,21st November 2023,ePUB,English,,,,,HarperCollins,,,,,,
